schema_version,suite,scope,benchmark_id,group,benchmark,baseline_benchmark,coverage_status,coverage_note,baseline_median_ns,baseline_ci_lower_ns,baseline_ci_upper_ns,current_median_ns,current_ci_lower_ns,current_ci_upper_ns,baseline_nalgebra_median_ns,baseline_nalgebra_ci_lower_ns,baseline_nalgebra_ci_upper_ns,baseline_faer_median_ns,baseline_faer_ci_lower_ns,baseline_faer_ci_upper_ns
1,vs_linalg,release-signal,d32/la_stack_ldlt,d32,la_stack_ldlt,la_stack_ldlt,comparable,,2435.5209888946501,2429.6358198451794,2441.070978335717,2448.6469021101429,2445.8710120524638,2454.5002297582942,2058.36521827155,2054.0214333999779,2064.9730621576155,1454.7438107869143,1449.6722607631095,1458.0513655551765
1,vs_linalg,release-signal,d32/la_stack_ldlt_solve,d32,la_stack_ldlt_solve,la_stack_ldlt_solve,comparable,,2779.6149964463393,2770.8428694158074,2790.4230555555555,2768.5652427637724,2762.1808749815718,2794.1459783913565,2689.9108787607984,2685.7882037533514,2693.2391730253657,1938.3953822178478,1937.6810118562767,1940.7293257376919
1,vs_linalg,release-signal,d32/la_stack_lu,d32,la_stack_lu,la_stack_lu,comparable,,2111.0872659501733,2100.5552685950415,2123.7427206533016,2119.9552244130509,2112.9599375487901,2129.7553187980343,2135.819073466625,2126.3990384615386,2142.1202967711301,2261.2271180447083,2256.120443272006,2269.3012987012985
1,vs_linalg,release-signal,d32/la_stack_lu_solve,d32,la_stack_lu_solve,la_stack_lu_solve,comparable,,2782.3214668031242,2768.6283143939395,2798.4843447775629,2755.7729402136074,2752.5797735688238,2761.0723724010572,2710.234582397889,2703.7424869037773,2717.3389959916017,2919.2900818850267,2913.4234243697479,2925.1436105476673
1,vs_linalg,release-signal,d32/la_stack_norm2_sq,d32,la_stack_norm2_sq,la_stack_norm2_sq,comparable,,3.9536483462889596,3.9507604826267237,3.955358586507939,3.9554034762752313,3.9528403327902115,3.9570583687753969,3.7842635532354545,3.7772728379042992,3.7883241613028007,4.2116034737188563,4.2108010605858066,4.212400350451281
1,vs_linalg,release-signal,d32/la_stack_solve_from_ldlt,d32,la_stack_solve_from_ldlt,la_stack_solve_from_ldlt,comparable,,307.53942374499667,306.97339170392451,307.84513160166335,310.37037098884753,309.49069355760207,311.12826463184393,533.19213866795212,531.19972515104098,534.33935005111334,466.93149123865453,466.28313945034171,467.56257876496534
1,vs_linalg,release-signal,d32/la_stack_solve_from_lu,d32,la_stack_solve_from_lu,la_stack_solve_from_lu,comparable,,661.04544671394797,659.95196527777773,662.22138666666672,652.52973532875762,650.69688056314544,653.69664167548922,327.4233276786394,327.04018825645124,327.75330304914723,631.02917789327603,629.46467196744163,632.47189106420217
1,vs_linalg,release-signal,d4/la_stack_det,d4,la_stack_det,la_stack_det,comparable,,2.5537463679528294,2.5519270947417345,2.555683558826972,2.557517682131166,2.5558274677675454,2.5593567733711935,,,,,,
1,vs_linalg,release-signal,d4/la_stack_det_from_ldlt,d4,la_stack_det_from_ldlt,la_stack_det_from_ldlt,comparable,,0.76796836395640611,0.76783753660252574,0.76808604993738983,0.76815302862367463,0.76801416287451307,0.76822111168879548,0.49015277366406668,0.48919111688314537,0.49104120441711785,0.98043187519850727,0.97939547658448001,0.98219598925915663
1,vs_linalg,release-signal,d4/la_stack_det_from_lu,d4,la_stack_det_from_lu,la_stack_det_from_lu,comparable,,0.86721070021018498,0.8670549715475353,0.86737661263813026,0.86723518491472962,0.86709972488638098,0.86745095443485609,0.58137895726552391,0.58071656856057219,0.5816483012835133,1.237809172948956,1.2364530940897243,1.2384676373205219
1,vs_linalg,release-signal,d4/la_stack_det_via_lu,d4,la_stack_det_via_lu,la_stack_det_via_lu,comparable,,14.448818945101834,14.429619465413968,14.475714099575811,14.459848995691477,14.445280172050332,14.472798593243407,30.000059894391974,29.96215892046709,30.044589670874757,179.46078924202118,179.00082239292504,180.91031823971531
1,vs_linalg,release-signal,d4/la_stack_dot,d4,la_stack_dot,la_stack_dot,comparable,,0.67959572647198141,0.67941073520922279,0.68003197517963443,0.67965821720258401,0.67936901276145223,0.67994650417628699,0.62581060702843583,0.62481365426489865,0.62663403396942985,2.6374727019075666,2.6247867528100004,2.6951789636682482
1,vs_linalg,release-signal,d4/la_stack_inf_norm,d4,la_stack_inf_norm,la_stack_inf_norm,comparable,,2.2292751061254998,2.2253914105964778,2.2305879814125582,2.2307594494106713,2.2280305784618752,2.2313826501606622,1.9611369334591018,1.9594062897261626,1.9629540266408929,2.0450691977276332,2.0444716629706225,2.0455664219748027
