phase,benchmark_id,sample_count,mean_ns,mean_ci_lower_ns,mean_ci_upper_ns,median_ns,median_ci_lower_ns,median_ci_upper_ns,confidence_level
baseline,d3/la_stack_lu,100,8.287676741791886,8.269850628400713,8.306239653620512,8.275340394958992,8.262238939677848,8.302681989155797,0.95
baseline,d3/la_stack_lu_solve,100,10.104647429499098,10.066384381742175,10.145437585513116,10.088217111140551,10.041843004661228,10.159124028084907,0.95
baseline,d3/la_stack_norm2_sq,100,0.44409234125242997,0.4433613110042286,0.44483662700045523,0.444331028043923,0.4436284370678498,0.4449051787417072,0.95
baseline,d3/la_stack_solve_from_ldlt,100,1.7832112466099295,1.7811099816274125,1.7855611612598288,1.7797906835768509,1.7792510114171358,1.781121544963801,0.95
baseline,d3/la_stack_solve_from_lu,100,2.068404446965435,2.0623861247584494,2.074761171138555,2.053308509738102,2.0515242639054314,2.0560913182004255,0.95
baseline,d3/nalgebra_cholesky,100,3.8550182445196093,3.8483218627842586,3.861984884823517,3.854880152140328,3.8496021469670976,3.861444967723176,0.95
baseline,d3/nalgebra_cholesky_solve,100,5.610144970630155,5.584103961867068,5.640255415884389,5.57965224227463,5.5669118207312955,5.612654527210118,0.95
baseline,d3/nalgebra_det_from_cholesky,100,0.4882712888552312,0.48152647615876404,0.5010929225155558,0.4817481881254781,0.4812692610077103,0.4823436654238502,0.95
baseline,d3/nalgebra_det_from_lu,100,0.49208192220135444,0.48920319804134027,0.4951409492965499,0.48748885143063264,0.4866649180625239,0.4884768781028227,0.95
baseline,d3/nalgebra_det_via_lu,100,18.047927460550866,17.755827560213678,18.532874522372243,17.78206896534542,17.683878473352575,17.86672024251859,0.95
baseline,d3/nalgebra_dot,100,0.6849912293583036,0.6829828655539375,0.6871539489812194,0.6825432377424738,0.6817478159740775,0.6839707132327281,0.95
baseline,d3/nalgebra_inf_norm,100,1.1185735101118566,1.1145607207847628,1.1227040454519228,1.1111305491166579,1.1071917895656265,1.1131111255161568,0.95
baseline,d3/nalgebra_lu,100,14.821111831037182,14.768161396306041,14.876611272350761,14.751846435975526,14.71103012926266,14.778186260671214,0.95
baseline,d3/nalgebra_lu_solve,100,23.09211153580554,22.975861469778078,23.214687508231606,22.79479095228905,22.713611901221796,22.98916653289352,0.95
baseline,d3/nalgebra_norm,100,0.6846529941510916,0.6831257079623637,0.686497047298163,0.6839842650198276,0.6832046699527402,0.6852238739805452,0.95
baseline,d3/nalgebra_norm_squared,100,0.4383525741416584,0.43739790904463416,0.439449414857438,0.4370795023991086,0.4366720511388804,0.43740679552668504,0.95
baseline,d3/nalgebra_solve_from_cholesky,100,2.759363277226054,2.7484218366963478,2.77209042954754,2.749177076490213,2.7409270248937236,2.759600398374224,0.95
baseline,d3/nalgebra_solve_from_lu,100,4.486019912027611,4.4791577268718505,4.49300209795684,4.486517821056882,4.475278075910657,4.498855840625171,0.95
baseline,d32/delaunay_scaled_norm,100,24.529857287085875,24.478325943328194,24.592514184908794,24.51104172824909,24.459501159988893,24.547436687508174,0.95
baseline,d32/faer_det_from_ldlt,100,8.404159798906232,8.315670007787391,8.509577532497136,8.254119052774065,8.227621238393784,8.298089727688101,0.95
baseline,d32/faer_det_from_lu,100,8.61849448214076,8.59181060446196,8.645312735188107,8.637812637629882,8.592390748605395,8.658574581903267,0.95
baseline,d32/faer_det_via_lu,100,2324.0615190157723,2314.6444012571646,2334.1398202394694,2310.7510427515745,2304.895813098938,2316.1990997508237,0.95
baseline,d32/faer_dot_native,100,4.951879153180673,4.942287212748514,4.962748490207521,4.940159341901305,4.938883572520623,4.947278442500695,0.95
baseline,d32/faer_inf_norm,100,164.07286842522183,163.64890744120754,164.55135852368636,163.63962038379032,163.3993741492679,164.21209669997975,0.95
baseline,d32/faer_ldlt,100,1455.8472722744395,1453.2181997109444,1458.5310483509588,1454.7438107869143,1449.6722607631095,1458.0513655551765,0.95
baseline,d32/faer_ldlt_solve,100,1939.4823184021525,1937.035905364143,1942.135455382638,1938.3953822178478,1937.6810118562767,1940.7293257376919,0.95
baseline,d32/faer_lu,100,2267.6804713422,2261.797000704607,2274.119516551795,2261.2271180447083,2256.120443272006,2269.3012987012985,0.95
baseline,d32/faer_lu_solve,100,2926.266233681761,2918.1771528849486,2934.785201989108,2919.2900818850267,2913.423424369748,2925.1436105476673,0.95
baseline,d32/faer_norm2_sq,100,4.2157612896177685,4.210808328354203,4.221805106514484,4.211603473718856,4.210801060585807,4.212400350451281,0.95
baseline,d32/faer_norm_l2,100,27.544981060912168,27.367026864114266,27.724862984001675,27.159745158469647,26.95739717266136,28.071305048228126,0.95
baseline,d32/faer_solve_from_ldlt,100,467.3909785087201,466.7478003512543,468.05507641985986,466.93149123865453,466.2831394503417,467.56257876496534,0.95
baseline,d32/faer_solve_from_lu,100,632.9497733568282,631.3195048874355,634.7885522371843,631.029177893276,629.4646719674416,632.4718910642022,0.95
baseline,d32/iterative_f64_hypot,100,170.5429087455763,167.84922562063082,173.3081405042824,160.27642809302776,159.62723322675646,163.02517354042203,0.95
baseline,d32/la_stack_det,100,2183.42260155854,2177.9507228185034,2189.236956710946,2179.691354657688,2172.672076045311,2184.6388888888887,0.95
baseline,d32/la_stack_det_from_ldlt,100,7.737181691048175,7.715420074145149,7.761784896091903,7.715119845858209,7.699134030269933,7.737037425720983,0.95
baseline,d32/la_stack_det_from_lu,100,9.107103929120239,9.08113956545228,9.13462172396679,9.055764608360565,9.043475243210562,9.081814403015445,0.95
